date,value,ticker
2020-12-08,1085.4000,DEXKOUS
2020-12-09,1083.7800,DEXKOUS
2020-12-10,1086.8300,DEXKOUS
2020-12-11,1091.2300,DEXKOUS
2020-12-14,1093.1900,DEXKOUS
2020-12-15,1092.2200,DEXKOUS
2020-12-16,1093.7100,DEXKOUS
2020-12-17,1092.9600,DEXKOUS
2020-12-18,1099.3700,DEXKOUS
2020-12-21,1107.0300,DEXKOUS
2020-12-22,1107.1200,DEXKOUS
2020-12-23,1106.9200,DEXKOUS
2020-12-28,1096.6700,DEXKOUS
2020-12-29,1092.5500,DEXKOUS
2020-12-30,1086.6200,DEXKOUS
2020-12-31,1086.1100,DEXKOUS
2021-01-04,1081.6200,DEXKOUS
2021-01-05,1087.4200,DEXKOUS
2021-01-06,1085.7100,DEXKOUS
2021-01-07,1086.7800,DEXKOUS
2021-01-08,1089.4800,DEXKOUS
2021-01-11,1097.3900,DEXKOUS
2021-01-12,1099.5700,DEXKOUS
2021-01-13,1098.3100,DEXKOUS
2021-01-14,1098.3700,DEXKOUS
2021-01-15,1099.3900,DEXKOUS
2021-01-19,1102.1400,DEXKOUS
2021-01-21,1097.9100,DEXKOUS
2021-01-22,1105.5000,DEXKOUS
2021-01-25,1101.0200,DEXKOUS
2021-01-26,1103.2600,DEXKOUS
2021-01-27,1104.0900,DEXKOUS
2021-01-28,1111.9500,DEXKOUS
2021-01-29,1118.3500,DEXKOUS
2021-02-01,1116.4800,DEXKOUS
2021-02-02,1115.8800,DEXKOUS
2021-02-03,1114.4700,DEXKOUS
2021-02-04,1120.0200,DEXKOUS
2021-02-05,1123.7000,DEXKOUS
2021-02-08,1119.2200,DEXKOUS
2021-02-09,1116.4200,DEXKOUS
2021-02-10,1106.9000,DEXKOUS
2021-02-11,1102.7000,DEXKOUS
2021-02-12,1102.1600,DEXKOUS
2021-02-16,1099.6100,DEXKOUS
2021-02-17,1107.4400,DEXKOUS
2021-02-18,1108.5600,DEXKOUS
2021-02-19,1105.8100,DEXKOUS
2021-02-22,1111.5600,DEXKOUS
2021-02-23,1110.2500,DEXKOUS
2021-02-24,1112.1900,DEXKOUS
2021-02-25,1107.7300,DEXKOUS
2021-02-26,1123.3600,DEXKOUS
2021-03-01,1118.5900,DEXKOUS
2021-03-02,1125.6100,DEXKOUS
2021-03-03,1123.9600,DEXKOUS
2021-03-04,1124.4500,DEXKOUS
2021-03-05,1124.8500,DEXKOUS
2021-03-08,1132.6400,DEXKOUS
2021-03-09,1140.6300,DEXKOUS
2021-03-10,1139.8500,DEXKOUS
2021-03-11,1135.1900,DEXKOUS
2021-03-12,1133.0900,DEXKOUS
2021-03-15,1136.3700,DEXKOUS
2021-03-16,1129.6900,DEXKOUS
2021-03-17,1130.2400,DEXKOUS
2021-03-18,1123.5100,DEXKOUS
2021-03-19,1130.3800,DEXKOUS
