window,hidden,lr,weight_decay,batch,loss,config_id,seed,train_end,validation_end,best_epoch,epochs_run,naive_mae,mae,gain_percent
10,24,0.0001,0.001,64,mse,2861,42,874,999,5,15,5.986080000000007,5.9847258757078885,0.022621219431062656
20,16,3e-05,0.0,32,mse,2864,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,3e-05,0.01,256,mse,2866,42,874,999,2,12,5.986080000000007,5.985952376298999,0.0021320079418907234
10,8,0.0001,0.01,32,mse,2862,42,874,999,15,25,5.986080000000007,5.9839827347545596,0.03503570358979191
30,4,0.001,0.0,64,mae,2867,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.001,0.1,64,mae,2868,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,3e-05,0.001,64,mse,2865,42,874,999,5,15,5.986080000000007,5.984801892608841,0.021351324926599524
5,32,0.0003,0.0,32,mse,2869,42,874,999,1,11,5.986080000000007,5.985440752760562,0.01067889569543734
60,8,0.0003,0.0,64,mae,2871,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,0.001,0.0,64,mae,2872,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.001,0.001,64,mae,2873,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,0.003,0.001,32,mae,2874,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.0001,0.0,32,mse,2875,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,0.0001,0.1,256,mae,2876,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,3e-05,0.001,32,mse,2870,42,874,999,22,32,5.986080000000007,5.984384943973065,0.028316628360158802
10,4,0.0003,0.1,256,mse,2878,42,874,999,5,15,5.986080000000007,5.983612519897817,0.041220299464594934
30,32,0.0003,0.0,64,mse,2877,42,874,999,1,11,5.986080000000007,5.984941504369232,0.01901905137878801
60,64,3e-05,0.001,256,mse,2863,42,874,999,6,16,5.986080000000007,5.985260504664098,0.013690016436618269
60,24,0.0003,0.001,64,mse,2880,42,874,999,4,14,5.986080000000007,5.98479120080523,0.021529936031217112
20,8,3e-05,0.001,256,mse,2881,42,874,999,50,60,5.986080000000007,5.984701232215146,0.023032899407648966
5,32,3e-05,0.1,64,mae,2882,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.001,0.1,64,mae,2883,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.0001,0.001,32,mae,2884,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.0003,0.0,64,mae,2886,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.0001,0.1,64,mse,2885,42,874,999,13,23,5.986080000000007,5.984217386277516,0.03111575058287741
60,32,0.0003,0.0,64,mae,2887,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,0.003,0.0,32,mse,2888,42,874,999,4,14,5.986080000000007,5.9828982598001055,0.05315231670646181
20,64,0.0001,0.0,32,mae,2889,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.003,0.1,64,mae,2891,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.003,0.1,32,mae,2892,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.0001,0.01,32,mse,2893,42,874,999,1,11,5.986080000000007,5.985965633235877,0.0019105452003675971
10,16,0.003,0.01,64,mse,2890,42,874,999,42,52,5.986080000000007,5.983567929196791,0.04196520599818454
30,4,0.003,0.0,32,mse,2894,42,874,999,4,14,5.986080000000007,5.983228580780376,0.04763416492313821
60,4,0.0001,0.01,256,mae,2895,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,3e-05,0.0,64,mse,2879,42,874,999,37,47,5.986080000000007,5.984628517756619,0.02424762521363588
60,4,0.001,0.1,256,mae,2897,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.003,0.01,32,mae,2899,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.003,0.01,256,mse,2898,42,874,999,2,12,5.986080000000007,5.982583825674665,0.05840507185574939
60,4,0.001,0.0,256,mae,2901,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,64,0.003,0.1,64,mse,2900,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.001,0.0,256,mse,2902,42,874,999,2,12,5.986080000000007,5.984243130313413,0.03068568556708895
30,8,0.0001,0.01,256,mse,2905,42,874,999,20,30,5.986080000000007,5.984254883355059,0.030489346031925546
30,32,3e-05,0.0,64,mae,2904,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.003,0.01,64,mse,2903,42,874,999,21,31,5.986080000000007,5.983599098151186,0.04144451542280603
60,64,0.0003,0.0,64,mse,2896,42,874,999,3,13,5.986080000000007,5.985036857759744,0.01742613263209236
60,8,0.001,0.001,256,mae,2906,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,3e-05,0.0,32,mae,2907,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,3e-05,0.0,32,mae,2909,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.0001,0.0,256,mae,2911,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,3e-05,0.1,256,mse,2912,42,874,999,1,11,5.986080000000007,5.985961613000476,0.0019777049343083775
20,32,0.003,0.01,32,mse,2908,42,874,999,3,13,5.986080000000007,5.9840885766467675,0.03326756998301983
10,8,0.001,0.1,64,mae,2913,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.0001,0.1,64,mae,2915,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.001,0.001,32,mse,2910,42,874,999,5,15,5.986080000000007,5.984123210414495,0.03268899823444249
30,24,3e-05,0.01,64,mae,2914,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.0001,0.01,64,mae,2916,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,3e-05,0.1,64,mse,2918,42,874,999,1,11,5.986080000000007,5.9860464334337395,0.0005607436965093804
5,24,0.003,0.0,32,mae,2917,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.001,0.0,256,mse,2921,42,874,999,4,14,5.986080000000007,5.98426062108857,0.0303934947651463
10,16,0.0001,0.1,64,mse,2920,42,874,999,11,21,5.986080000000007,5.984065157575945,0.0336587954732015
5,4,0.003,0.001,64,mae,2923,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.003,0.001,64,mse,2922,42,874,999,6,16,5.986080000000007,5.984346070403632,0.028966027790733317
5,24,0.0003,0.001,64,mse,2924,42,874,999,3,13,5.986080000000007,5.984373820626169,0.02850244857800499
20,4,0.0003,0.01,64,mae,2925,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.0003,0.0,64,mse,2926,42,874,999,1,11,5.986080000000007,5.985169551820314,0.015209422187700827
5,24,0.003,0.1,32,mse,2927,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.0003,0.1,32,mse,2919,42,874,999,24,34,5.986080000000007,5.982870038729167,0.05362376164101956
60,16,0.0001,0.001,32,mae,2928,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.001,0.0,256,mae,2929,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,3e-05,0.001,256,mae,2933,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.0001,0.0,64,mse,2932,42,874,999,5,15,5.986080000000007,5.984209014288508,0.031255608202684915
30,64,3e-05,0.0,256,mae,2931,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,3e-05,0.001,64,mse,2930,42,874,999,18,28,5.986080000000007,5.984527660837354,0.02593248273751181
5,8,0.003,0.1,64,mae,2935,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,0.0001,0.01,256,mae,2936,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.0003,0.01,64,mse,2938,42,874,999,2,12,5.986080000000007,5.984542675390428,0.025681658273513097
60,32,0.0003,0.001,64,mse,2934,42,874,999,4,14,5.986080000000007,5.984502544057392,0.026352069177415505
20,16,0.001,0.001,32,mse,2937,42,874,999,3,13,5.986080000000007,5.983222533756429,0.04773518301757207
10,4,0.0001,0.1,256,mse,2940,42,874,999,14,24,5.986080000000007,5.983767814398181,0.03862603910783635
5,24,0.001,0.0,64,mae,2942,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.003,0.0,64,mae,2941,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.003,0.01,256,mse,2943,42,874,999,2,12,5.986080000000007,5.984748886276156,0.022236818148957394
10,32,3e-05,0.001,256,mae,2944,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,24,0.0001,0.01,256,mae,2945,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,3e-05,0.1,64,mse,2947,42,874,999,9,19,5.986080000000007,5.984830860476915,0.02086740442981405
60,8,0.0001,0.001,64,mse,2946,42,874,999,27,37,5.986080000000007,5.9843604568878295,0.028725695483156066
60,64,0.003,0.0,64,mse,2939,42,874,999,6,16,5.986080000000007,5.983990556471991,0.03490503848957438
20,24,0.003,0.1,64,mse,2949,42,874,999,11,21,5.986080000000007,5.982892599863869,0.05324686833684256
30,4,0.001,0.001,64,mse,2951,42,874,999,1,11,5.986080000000007,5.985413872401008,0.011127943478861368
10,64,3e-05,0.01,32,mae,2952,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.003,0.01,256,mae,2954,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,3e-05,0.0,64,mse,2948,42,874,999,46,56,5.986080000000007,5.984532337332841,0.025854359901067436
30,64,0.001,0.1,256,mse,2953,42,874,999,1,11,5.986080000000007,5.984233170668456,0.030852065651498783
5,8,0.0001,0.0,32,mse,2955,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,0.0003,0.1,32,mse,2950,42,874,999,22,32,5.986080000000007,5.9830304214793415,0.05094449991757122
30,4,0.003,0.001,64,mae,2958,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,3e-05,0.01,32,mae,2956,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,3e-05,0.0,32,mae,2957,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.0001,0.1,32,mae,2959,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.003,0.001,32,mae,2960,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,3e-05,0.1,256,mae,2963,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.001,0.0,64,mse,2962,42,874,999,1,11,5.986080000000007,5.984094636410488,0.03316633906529365
5,32,0.001,0.0,256,mse,2964,42,874,999,10,20,5.986080000000007,5.983276629518368,0.04683149041841972
30,16,0.0001,0.0,64,mse,2965,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,3e-05,0.001,256,mae,2966,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.0003,0.1,256,mse,2967,42,874,999,6,16,5.986080000000007,5.983618886513141,0.04111394246094635
60,4,0.003,0.01,32,mse,2961,42,874,999,4,14,5.986080000000007,5.982897355782501,0.053167418703170544
20,4,0.0003,0.01,32,mae,2970,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.0003,0.01,64,mse,2971,42,874,999,2,12,5.986080000000007,5.984419649574649,0.027736856596605186
20,24,0.003,0.001,64,mae,2973,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.003,0.0,32,mae,2972,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.003,0.001,32,mse,2968,42,874,999,4,14,5.986080000000007,5.985524415455316,0.009281274969452635
10,8,3e-05,0.1,256,mse,2976,42,874,999,1,11,5.986080000000007,5.9860478484178055,0.0005371057888003961
5,24,0.0001,0.1,32,mae,2974,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.0003,0.0,32,mse,2969,42,874,999,15,25,5.986080000000007,5.983761093223917,0.03873831916864079
30,8,0.0001,0.1,64,mse,2977,42,874,999,1,11,5.986080000000007,5.985927535467747,0.0025469845418180093
20,64,3e-05,0.001,256,mae,2975,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.0001,0.1,256,mae,2979,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.003,0.1,256,mse,2978,42,874,999,5,15,5.986080000000007,5.983328226017482,0.045969549062574444
20,4,3e-05,0.1,64,mae,2980,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,3e-05,0.01,64,mse,2982,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.001,0.0,256,mae,2985,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,3e-05,0.0,32,mse,2983,42,874,999,1,11,5.986080000000007,5.9860522505904195,0.00046356563206950696
20,64,0.0001,0.1,64,mae,2981,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.0003,0.01,256,mae,2987,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.001,0.01,256,mse,2984,42,874,999,7,17,5.986080000000007,5.984626590993148,0.02427981261291512
10,16,0.003,0.01,256,mae,2988,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.001,0.01,256,mae,2990,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.003,0.001,32,mae,2989,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.001,0.1,32,mse,2991,42,874,999,4,14,5.986080000000007,5.983766319990969,0.038651003812817386
20,32,0.0001,0.01,32,mae,2992,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.0001,0.001,32,mae,2993,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.001,0.0,64,mae,2996,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.0003,0.1,32,mse,2986,42,874,999,13,23,5.986080000000007,5.983544797188584,0.04235163598588221
20,32,0.0003,0.0,32,mse,2995,42,874,999,2,12,5.986080000000007,5.984216128513906,0.031136762056327427
30,4,0.001,0.1,32,mse,2994,42,874,999,6,16,5.986080000000007,5.983283883073975,0.04671031670195891
30,16,0.0003,0.1,256,mae,2998,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.003,0.1,64,mse,2997,42,874,999,5,15,5.986080000000007,5.983879125664488,0.03676653729184354
30,64,0.0001,0.1,256,mae,3000,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.001,0.01,32,mse,2999,42,874,999,5,15,5.986080000000007,5.984122738753143,0.03269687753695294
60,16,0.0003,0.01,64,mse,3002,42,874,999,7,17,5.986080000000007,5.984247336773414,0.0306154148723925
60,16,3e-05,0.01,256,mse,3001,42,874,999,26,36,5.986080000000007,5.98499865400313,0.018064342556023405
10,64,3e-05,0.1,256,mae,3004,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,0.0003,0.001,64,mse,3006,42,874,999,3,13,5.986080000000007,5.984046566257626,0.033969371314479524
20,16,0.0003,0.01,64,mse,3007,42,874,999,3,13,5.986080000000007,5.984046212511605,0.03397528079147616
60,32,0.0001,0.0,32,mae,3003,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,0.0001,0.001,256,mae,3008,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,0.001,0.1,64,mae,3010,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.001,0.01,256,mse,3009,42,874,999,3,13,5.986080000000007,5.98525539418651,0.013775389127734794
10,64,0.0003,0.001,256,mae,3012,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.0001,0.0,32,mse,3005,42,874,999,2,12,5.986080000000007,5.984481398719679,0.02670531099364659
20,16,0.0003,0.0,256,mae,3013,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,3e-05,0.001,256,mae,3014,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,0.0003,0.001,256,mae,3017,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,0.001,0.001,32,mae,3016,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,3e-05,0.001,256,mae,3018,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,3e-05,0.1,64,mse,3015,42,874,999,30,40,5.986080000000007,5.984355268612955,0.02881236781085983
5,16,0.0003,0.0,32,mse,3011,42,874,999,34,44,5.986080000000007,5.9831380602928315,0.04914634798024453
10,24,0.001,0.1,256,mae,3022,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,64,0.0001,0.0,64,mse,3020,42,874,999,1,11,5.986080000000007,5.985310602418455,0.012853112246291598
30,24,0.003,0.01,64,mse,3021,42,874,999,3,13,5.986080000000007,5.985553283298294,0.008799025434236274
5,64,0.0003,0.0,32,mse,3023,42,874,999,1,11,5.986080000000007,5.984033107644694,0.03419420313983679
30,24,0.001,0.01,32,mae,3024,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,0.0003,0.1,64,mae,3027,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.003,0.01,64,mae,3028,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.001,0.001,32,mse,3025,42,874,999,3,13,5.986080000000007,5.983958168246172,0.03544609751015004
20,64,0.0001,0.0,64,mae,3026,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.0001,0.001,256,mae,3029,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.001,0.0,256,mse,3031,42,874,999,1,11,5.986080000000007,5.985928415631673,0.0025322810308869848
20,16,0.0001,0.1,256,mae,3032,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.0003,0.0,256,mse,3033,42,874,999,8,18,5.986080000000007,5.983545543985736,0.04233916042337693
20,8,0.003,0.1,256,mae,3034,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.001,0.0,256,mae,3036,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,3e-05,0.1,256,mse,3019,42,874,999,6,16,5.986080000000007,5.985261015630569,0.013681480525451484
30,16,0.0001,0.1,32,mae,3035,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,3e-05,0.01,32,mae,3037,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.0001,0.1,256,mae,3040,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.0001,0.0,64,mse,3030,42,874,999,10,20,5.986080000000007,5.984635042405325,0.024138628195446987
60,32,0.001,0.1,256,mse,3038,42,874,999,2,12,5.986080000000007,5.985619163004769,0.0076984770540744485
20,24,0.0003,0.001,64,mae,3041,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,0.0001,0.01,64,mse,3039,42,874,999,13,23,5.986080000000007,5.984568931205718,0.025243043766354223
30,32,0.003,0.01,64,mae,3042,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.0003,0.0,256,mae,3044,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,3e-05,0.01,64,mae,3047,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.0001,0.01,64,mae,3045,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,0.003,0.1,32,mae,3048,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.001,0.01,32,mse,3049,42,874,999,7,17,5.986080000000007,5.983187074581341,0.048327543545467755
60,64,0.001,0.001,256,mse,3043,42,874,999,1,11,5.986080000000007,5.985600728906895,0.008006426461271143
60,32,0.003,0.001,256,mae,3051,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,0.0003,0.0,32,mse,3046,42,874,999,12,22,5.986080000000007,5.983958326279551,0.03544345749565414
5,64,0.003,0.001,256,mse,3053,42,874,999,7,17,5.986080000000007,5.982596160703722,0.058199009974557736
60,8,0.003,0.1,32,mse,3052,42,874,999,2,12,5.986080000000007,5.984807433816797,0.021258756702391413
60,32,0.001,0.001,64,mae,3054,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.0001,0.001,256,mae,3050,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.0001,0.01,64,mse,3057,42,874,999,1,11,5.986080000000007,5.9859276140779745,0.0025456713246940765
30,16,0.0001,0.001,32,mse,3056,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.001,0.01,32,mae,3059,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.003,0.0,64,mae,3060,42,874,999,8,18,5.986080000000007,5.985782233954043,0.004974307826899338
20,32,3e-05,0.1,32,mse,3055,42,874,999,15,25,5.986080000000007,5.984562917523474,0.025343504873531764
30,32,0.0003,0.01,256,mae,3062,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.003,0.1,256,mse,3063,42,874,999,7,17,5.986080000000007,5.985265849346494,0.013600731255070109
5,24,0.001,0.1,32,mse,3058,42,874,999,20,30,5.986080000000007,5.983417402541891,0.04447981747849328
60,24,0.001,0.001,64,mse,3061,42,874,999,3,13,5.986080000000007,5.9840246331917895,0.034335772462412706
30,16,0.001,0.01,64,mse,3066,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.003,0.1,256,mse,3064,42,874,999,10,20,5.986080000000007,5.983499863855451,0.04310226633382763
30,32,0.0001,0.0,32,mse,3065,42,874,999,1,11,5.986080000000007,5.985480754251425,0.010010653860004215
30,8,0.0001,0.0,64,mse,3070,42,874,999,1,11,5.986080000000007,5.985927614077973,0.002545671324716281
10,32,3e-05,0.1,64,mse,3067,42,874,999,18,28,5.986080000000007,5.984528407634507,0.02592000717499543
10,32,0.0001,0.0,32,mse,3069,42,874,999,6,16,5.986080000000007,5.984212551748659,0.03119651343364005
30,32,0.003,0.1,32,mse,3068,42,874,999,4,14,5.986080000000007,5.985370182192975,0.011857806895876344
20,32,0.0003,0.1,64,mse,3072,42,874,999,2,12,5.986080000000007,5.984418195285478,0.02776115111273736
5,64,0.003,0.0,256,mse,3073,42,874,999,7,17,5.986080000000007,5.982595924873041,0.05820294962590733
20,32,3e-05,0.001,256,mse,3071,42,874,999,14,24,5.986080000000007,5.985041417152834,0.017349966040769438
5,16,0.0001,0.01,256,mse,3077,42,874,999,1,11,5.986080000000007,5.98600260823305,0.0012928622229901876
60,16,0.0003,0.01,256,mse,3076,42,874,999,4,14,5.986080000000007,5.984786131258629,0.021614624952870365
20,8,0.003,0.01,32,mse,3074,42,874,999,10,20,5.986080000000007,5.984250042049842,0.030570222084658205
30,16,0.0003,0.01,256,mae,3079,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.0003,0.0,256,mae,3080,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,64,0.001,0.1,64,mae,3075,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.001,0.0,256,mse,3082,42,874,999,7,17,5.986080000000007,5.983190461597389,0.04827096200883396
5,32,0.0003,0.1,32,mae,3081,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.0003,0.0,64,mae,3083,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.0003,0.01,256,mae,3086,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,3e-05,0.0,32,mse,3085,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.0001,0.01,32,mse,3084,42,874,999,4,14,5.986080000000007,5.984506160940702,0.026291647610876545
30,32,0.001,0.01,256,mse,3088,42,874,999,7,17,5.986080000000007,5.984085438201171,0.033319999045056115
60,32,0.003,0.001,64,mse,3078,42,874,999,16,26,5.986080000000007,5.983266694812884,0.0469974538783835
60,4,0.001,0.1,64,mse,3089,42,874,999,2,12,5.986080000000007,5.984684094373069,0.02331919431310947
10,16,0.0003,0.0,32,mae,3091,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.0003,0.001,256,mse,3093,42,874,999,11,21,5.986080000000007,5.983335300937779,0.04585135952457353
20,64,0.0003,0.01,64,mse,3090,42,874,999,2,12,5.986080000000007,5.985407465667626,0.01123497067164747
5,64,0.001,0.01,32,mse,3087,42,874,999,18,28,5.986080000000007,5.982988426541636,0.051646043126241103
20,24,0.0001,0.001,32,mae,3092,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,0.0003,0.01,256,mse,3094,42,874,999,17,27,5.986080000000007,5.983398856492122,0.0447896370894707
20,64,0.0003,0.01,256,mae,3095,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,0.0001,0.0,256,mae,3097,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.0001,0.01,256,mse,3096,42,874,999,9,19,5.986080000000007,5.983618926631187,0.041113272272019774
30,8,0.0003,0.001,256,mae,3101,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,24,0.001,0.01,256,mse,3100,42,874,999,2,12,5.986080000000007,5.984362814381661,0.028686312550896265
5,16,0.003,0.1,32,mse,3099,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.003,0.001,32,mse,3098,42,874,999,5,15,5.986080000000007,5.983765708186484,0.0386612242656903
30,16,3e-05,0.001,64,mse,3104,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,3e-05,0.001,64,mse,3103,42,874,999,15,25,5.986080000000007,5.984756927559889,0.022102485100738978
30,24,0.003,0.001,256,mae,3106,42,874,999,3,13,5.986080000000007,5.985718903929424,0.0060322626925013445
10,32,3e-05,0.1,32,mse,3102,42,874,999,19,29,5.986080000000007,5.984252014081827,0.030537278455688988
20,16,0.003,0.1,32,mse,3107,42,874,999,4,14,5.986080000000007,5.982636802190285,0.05752007674006965
10,8,3e-05,0.001,256,mae,3109,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,3e-05,0.01,64,mse,3105,42,874,999,30,40,5.986080000000007,5.984538115997353,0.025757824864591772
30,32,3e-05,0.1,32,mae,3108,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.001,0.001,256,mae,3111,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,24,0.001,0.001,256,mse,3112,42,874,999,2,12,5.986080000000007,5.984362971602108,0.028683686116781626
10,64,0.0001,0.01,64,mse,3110,42,874,999,3,13,5.986080000000007,5.984368357215492,0.02859371716574799
5,8,0.001,0.01,32,mae,3114,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,0.001,0.001,256,mse,3116,42,874,999,2,12,5.986080000000007,5.985151550078692,0.015510148900710341
5,64,0.003,0.0,64,mse,3115,42,874,999,6,16,5.986080000000007,5.984346463454769,0.028959461705124756
30,64,0.003,0.0,64,mse,3113,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.0003,0.1,64,mse,3117,42,874,999,1,11,5.986080000000007,5.984942172556144,0.01900788903361761
30,32,0.003,0.0,64,mae,3118,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,3e-05,0.1,256,mae,3120,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,3e-05,0.01,256,mse,3123,42,874,999,1,11,5.986080000000007,5.98605331182846,0.00044583720143487326
30,16,3e-05,0.01,32,mse,3121,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.003,0.0,32,mse,3119,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
