window,hidden,lr,weight_decay,batch,loss,config_id,seed,train_end,validation_end,best_epoch,epochs_run,naive_mae,mae,gain_percent
30,16,0.001,0.0,256,mse,642,42,874,999,8,18,5.986080000000007,5.985243799178252,0.013969088648246863
60,32,3e-05,0.01,256,mae,641,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.0001,0.001,64,mae,643,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.001,0.0,32,mse,636,42,874,999,21,31,5.986080000000007,5.983465864932956,0.04367023272410231
10,8,0.0001,0.001,64,mse,645,42,874,999,13,23,5.986080000000007,5.984217307667302,0.031117063799768196
10,64,0.0001,0.001,32,mse,644,42,874,999,3,13,5.986080000000007,5.984149349127385,0.03225233997243837
20,64,0.0001,0.0,256,mae,646,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,24,0.0001,0.1,32,mae,647,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.003,0.01,64,mse,639,42,874,999,6,16,5.986080000000007,5.983992954083857,0.03486498536856564
30,24,0.0001,0.0,256,mae,651,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,3e-05,0.01,32,mse,650,42,874,999,1,11,5.986080000000007,5.986023872299038,0.0009376370006641821
60,4,0.0003,0.0,32,mse,648,42,874,999,7,17,5.986080000000007,5.983783064781923,0.038371274992721194
5,32,0.003,0.01,256,mae,654,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,0.0001,0.001,32,mae,653,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,3e-05,0.1,32,mae,655,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.001,0.01,32,mse,652,42,874,999,4,14,5.986080000000007,5.983770447027799,0.03858205991581487
5,4,0.0003,0.1,256,mae,658,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.003,0.001,64,mse,656,42,874,999,2,12,5.986080000000007,5.983715419869986,0.039501311877243594
5,64,3e-05,0.0,256,mse,657,42,874,999,3,13,5.986080000000007,5.985866769763483,0.0035621013505404697
5,16,0.001,0.0,64,mse,659,42,874,999,3,13,5.986080000000007,5.9848614390416754,0.02035657656316303
60,64,0.003,0.001,32,mae,649,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,3e-05,0.1,32,mae,660,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.0003,0.0,32,mse,661,42,874,999,1,11,5.986080000000007,5.984547313393721,0.025604178465488125
60,16,3e-05,0.001,32,mse,662,42,874,999,1,11,5.986080000000007,5.9860239509092645,0.0009363237835624538
60,24,0.001,0.0,64,mae,663,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.0003,0.01,64,mse,664,42,874,999,2,12,5.986080000000007,5.984483481890653,0.02667051074083382
30,8,0.0001,0.01,64,mae,665,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.0003,0.01,64,mae,668,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,0.0003,0.1,256,mae,666,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.003,0.01,256,mse,669,42,874,999,5,15,5.986080000000007,5.984539232804887,0.025739168122040912
20,32,0.0001,0.0,256,mse,670,42,874,999,4,14,5.986080000000007,5.985099078566129,0.016386707726567806
5,8,0.0001,0.001,64,mse,671,42,874,999,20,30,5.986080000000007,5.984100846618298,0.03306259491536734
20,24,3e-05,0.01,256,mse,674,42,874,999,10,20,5.986080000000007,5.985231890542042,0.014168027456462617
20,64,0.0001,0.001,64,mse,672,42,874,999,2,12,5.986080000000007,5.98510454116387,0.016295452719261583
60,32,0.0003,0.1,32,mae,673,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.003,0.01,256,mae,676,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.0001,0.01,64,mae,675,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,0.001,0.0,256,mae,677,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.001,0.1,256,mae,679,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.001,0.0,64,mae,680,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.0001,0.1,64,mae,681,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,3e-05,0.01,32,mse,682,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,64,0.003,0.0,32,mae,678,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,0.0003,0.1,64,mse,684,42,874,999,4,14,5.986080000000007,5.984672342144353,0.02351552026793602
30,16,3e-05,0.01,64,mae,686,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,3e-05,0.0,256,mse,687,42,874,999,1,11,5.986080000000007,5.98597674546887,0.001724910644995692
5,32,3e-05,0.001,256,mse,688,42,874,999,1,11,5.986080000000007,5.985961613000474,0.001977704934341684
60,4,3e-05,0.01,32,mse,667,42,874,999,60,60,5.986080000000007,5.983925781646227,0.03598712936980775
5,32,0.0003,0.01,32,mae,689,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.003,0.01,256,mae,683,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.001,0.0,32,mse,685,42,874,999,12,22,5.986080000000007,5.983817135538302,0.03780210858701505
5,64,3e-05,0.0,64,mse,690,42,874,999,17,27,5.986080000000007,5.984264395192336,0.030330446764348373
5,32,0.0001,0.01,64,mae,693,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.0001,0.1,32,mse,692,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,0.001,0.001,32,mae,691,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,3e-05,0.001,256,mae,697,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.0003,0.01,64,mae,698,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.0001,0.01,32,mse,694,42,874,999,1,11,5.986080000000007,5.985480793556533,0.010009997251525515
60,16,0.003,0.01,32,mae,696,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.001,0.01,256,mae,700,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.0003,0.001,64,mae,699,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,3e-05,0.01,256,mae,701,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,0.003,0.1,256,mae,704,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,0.0003,0.0,256,mse,702,42,874,999,6,16,5.986080000000007,5.984130167419449,0.03257277852213303
20,24,0.0003,0.01,64,mse,703,42,874,999,2,12,5.986080000000007,5.985157720981393,0.01540706135926273
60,8,0.001,0.1,64,mse,705,42,874,999,3,13,5.986080000000007,5.983800948608207,0.03807251810534762
20,16,0.003,0.01,256,mse,707,42,874,999,6,16,5.986080000000007,5.9835327297060505,0.04255322838914166
20,4,0.0003,0.1,32,mse,706,42,874,999,2,12,5.986080000000007,5.984564449609943,0.025317910720612513
5,32,0.001,0.01,256,mae,709,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.001,0.1,64,mse,695,42,874,999,2,12,5.986080000000007,5.983633823268905,0.04086441763395676
10,24,0.0001,0.01,256,mse,711,42,874,999,14,24,5.986080000000007,5.9838889527555965,0.036602371575567005
5,24,0.0003,0.0,32,mse,710,42,874,999,1,11,5.986080000000007,5.9848418496441065,0.020683825740730466
5,24,0.0001,0.1,32,mse,713,42,874,999,1,11,5.986080000000007,5.985624139302634,0.007615345892031389
30,64,0.0003,0.001,64,mse,712,42,874,999,1,11,5.986080000000007,5.984802638593048,0.021338862944686454
20,8,3e-05,0.001,32,mae,715,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.003,0.001,64,mse,708,42,874,999,23,33,5.986080000000007,5.983479610608503,0.04344060539624994
10,32,3e-05,0.01,256,mae,718,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,0.0001,0.0,64,mse,717,42,874,999,1,11,5.986080000000007,5.985700823577565,0.006334302622790222
60,8,3e-05,0.001,32,mae,716,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.0001,0.0,32,mae,721,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.001,0.0,64,mae,720,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.0001,0.01,32,mse,719,42,874,999,6,16,5.986080000000007,5.984351495322135,0.028875402231054448
60,32,0.001,0.1,32,mse,714,42,874,999,10,20,5.986080000000007,5.982984709633236,0.051708135654249254
10,8,3e-05,0.1,64,mse,723,42,874,999,1,11,5.986080000000007,5.986074025622873,9.980449867663665e-05
30,24,0.0003,0.001,32,mse,722,42,874,999,1,11,5.986080000000007,5.984898621678311,0.01973542488066249
20,8,0.001,0.001,32,mse,724,42,874,999,2,12,5.986080000000007,5.983747886706034,0.038958939639521795
10,64,0.0003,0.0,64,mse,725,42,874,999,1,11,5.986080000000007,5.984433367871945,0.027507686634042905
10,8,3e-05,0.1,32,mse,728,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.0001,0.0,64,mse,727,42,874,999,11,21,5.986080000000007,5.984064371473693,0.033671927644041144
60,24,3e-05,0.01,32,mae,726,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.003,0.01,256,mae,730,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,3e-05,0.0,64,mse,731,42,874,999,21,31,5.986080000000007,5.984504588736186,0.026317911952744577
20,4,0.0003,0.0,32,mae,734,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,0.0001,0.0,32,mse,733,42,874,999,9,19,5.986080000000007,5.9841203812593085,0.03273626046926825
10,32,3e-05,0.001,32,mse,732,42,874,999,19,29,5.986080000000007,5.9842513852000305,0.030547784192269667
10,8,0.001,0.01,32,mae,737,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.0001,0.01,256,mae,738,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,64,0.001,0.001,64,mse,736,42,874,999,1,11,5.986080000000007,5.983772530198781,0.03854725966285777
20,4,0.001,0.1,256,mae,740,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,0.001,0.001,64,mae,739,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.0001,0.01,64,mse,735,42,874,999,10,20,5.986080000000007,5.984634806574642,0.024142567846818785
30,16,0.0003,0.0,64,mse,742,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,3e-05,0.0,64,mae,743,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.0001,0.001,32,mse,741,42,874,999,7,17,5.986080000000007,5.984139129798096,0.03242305819354252
10,16,0.001,0.0,64,mae,746,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.0001,0.001,32,mae,744,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.0001,0.01,32,mse,729,42,874,999,29,39,5.986080000000007,5.983953334530239,0.03552684678067575
10,24,0.003,0.0,256,mae,747,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.0003,0.0,32,mae,748,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,3e-05,0.0,64,mae,750,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.0003,0.0,32,mae,749,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,0.003,0.001,256,mae,753,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,3e-05,0.0,32,mae,752,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.0001,0.1,64,mae,754,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.003,0.1,256,mae,745,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,0.0001,0.001,64,mae,756,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.003,0.001,64,mse,751,42,874,999,42,52,5.986080000000007,5.983561965933557,0.04206482483445351
10,64,0.001,0.01,64,mae,755,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.0003,0.1,64,mae,758,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,0.003,0.1,256,mse,759,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,0.0003,0.01,256,mae,760,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.001,0.1,256,mse,761,42,874,999,4,14,5.986080000000007,5.984257044323325,0.030453246142425616
20,64,0.0003,0.01,256,mse,757,42,874,999,2,12,5.986080000000007,5.985476053089335,0.010089188762474333
30,16,0.003,0.0,64,mse,763,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.003,0.1,256,mse,766,42,874,999,5,15,5.986080000000007,5.982912253233178,0.052918550484271076
10,64,0.003,0.0,64,mae,764,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.001,0.01,256,mae,768,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.0001,0.1,64,mae,762,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.0003,0.01,32,mae,765,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.0003,0.0,32,mse,767,42,874,999,4,14,5.986080000000007,5.984114469228027,0.03283502345408085
10,32,0.0001,0.1,32,mae,770,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.003,0.1,256,mse,772,42,874,999,11,21,5.986080000000007,5.983241146489619,0.04742424943181556
20,8,0.003,0.1,64,mae,773,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,3e-05,0.01,256,mse,774,42,874,999,1,11,5.986080000000007,5.985961613000474,0.001977704934341684
5,32,0.001,0.1,32,mse,769,42,874,999,15,25,5.986080000000007,5.983558272065908,0.04212653245695419
10,32,0.0001,0.01,32,mae,775,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.001,0.01,32,mae,777,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,3e-05,0.0,32,mse,776,42,874,999,1,11,5.986080000000007,5.9858257352258,0.004247600670337359
60,4,0.001,0.01,32,mae,778,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.0001,0.0,256,mae,780,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,64,0.0001,0.001,256,mse,779,42,874,999,5,15,5.986080000000007,5.9843893461456865,0.02824308820331689
30,24,3e-05,0.0,256,mse,781,42,874,999,20,30,5.986080000000007,5.984752013607853,0.022184574749328778
60,24,3e-05,0.1,64,mse,771,42,874,999,34,44,5.986080000000007,5.984778466761645,0.021742663618973257
60,32,0.001,0.0,64,mae,783,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,3e-05,0.001,32,mse,784,42,874,999,7,17,5.986080000000007,5.9845289972111875,0.025910158047004472
30,16,0.0003,0.0,32,mse,782,42,874,999,33,43,5.986080000000007,5.983229405374806,0.047620389724178924
30,64,0.003,0.1,256,mse,786,42,874,999,6,16,5.986080000000007,5.983270008369198,0.046942099517710556
10,64,0.0001,0.0,256,mae,787,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,3e-05,0.0,256,mae,790,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.0001,0.001,256,mse,788,42,874,999,20,30,5.986080000000007,5.9842548047448325,0.030490659249038377
60,64,0.003,0.1,64,mae,785,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,0.001,0.0,64,mse,789,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.003,0.0,256,mse,791,42,874,999,6,16,5.986080000000007,5.9828258776727195,0.054361490780074906
20,24,0.0001,0.01,256,mse,792,42,874,999,3,13,5.986080000000007,5.985363404636258,0.011971028849411258
20,4,0.0003,0.0,64,mse,794,42,874,999,1,11,5.986080000000007,5.985033989299454,0.017474051475308006
30,8,0.0003,0.01,64,mse,795,42,874,999,1,11,5.986080000000007,5.985633100868355,0.007465639143677816
10,16,0.0003,0.1,64,mae,796,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.0003,0.01,64,mae,799,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.001,0.001,256,mse,793,42,874,999,2,12,5.986080000000007,5.985620695904157,0.007672869320995979
30,4,0.0001,0.001,32,mae,797,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,3e-05,0.1,32,mae,798,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,3e-05,0.0,256,mae,801,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.001,0.1,32,mae,802,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.0001,0.0,256,mse,803,42,874,999,7,17,5.986080000000007,5.98449680632388,0.026447920444228057
10,64,3e-05,0.1,64,mse,800,42,874,999,10,20,5.986080000000007,5.984464142962255,0.026993575724887364
30,24,3e-05,0.01,32,mse,804,42,874,999,1,11,5.986080000000007,5.98586901015492,0.0035246746633466053
30,16,0.0001,0.1,256,mae,806,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,24,0.003,0.1,256,mae,808,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,3e-05,0.1,32,mae,807,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,3e-05,0.0,64,mse,810,42,874,999,15,25,5.986080000000007,5.9847574385263504,0.022093949189738726
5,8,0.003,0.01,64,mse,812,42,874,999,4,14,5.986080000000007,5.983614523645614,0.041186826009564914
60,8,0.0001,0.1,64,mse,809,42,874,999,27,37,5.986080000000007,5.984361282295202,0.02871190670363788
10,4,0.001,0.01,32,mae,813,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.0001,0.01,32,mse,811,42,874,999,12,22,5.986080000000007,5.983854364256395,0.037180187094265627
10,8,0.001,0.1,64,mse,815,42,874,999,2,12,5.986080000000007,5.984225281454704,0.030983858306321554
20,24,0.0001,0.1,256,mae,816,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.003,0.001,32,mse,814,42,874,999,4,14,5.986080000000007,5.983863947927563,0.03702008781113486
60,24,0.001,0.1,32,mse,805,42,874,999,20,30,5.986080000000007,5.982988089872932,0.05165166731944115
20,16,0.0003,0.1,64,mae,817,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.001,0.01,64,mse,821,42,874,999,1,11,5.986080000000007,5.9840946757156015,0.03316568245672613
30,16,3e-05,0.0,32,mae,819,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.001,0.01,64,mae,820,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,0.003,0.001,64,mse,818,42,874,999,10,20,5.986080000000007,5.984129559952511,0.032582926514446164
60,8,0.0003,0.1,64,mae,824,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.0003,0.1,64,mse,822,42,874,999,1,11,5.986080000000007,5.985167665174897,0.015240939397909159
20,16,0.001,0.01,256,mae,826,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.0001,0.001,64,mae,825,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.0003,0.001,64,mse,827,42,874,999,2,12,5.986080000000007,5.984248279283189,0.030599669847697353
5,4,0.003,0.1,32,mae,829,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.0003,0.01,32,mse,828,42,874,999,2,12,5.986080000000007,5.984203747403404,0.03134359374754592
60,16,0.0001,0.1,64,mse,823,42,874,999,18,28,5.986080000000007,5.984284833850946,0.029989010321629372
30,32,0.003,0.1,256,mse,832,42,874,999,7,17,5.986080000000007,5.9833265743898085,0.045997140201914366
30,32,0.001,0.01,64,mse,833,42,874,999,1,11,5.986080000000007,5.983959859178956,0.03541784976230922
10,24,0.001,0.001,256,mae,835,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.003,0.0,32,mae,834,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.0003,0.0,64,mse,837,42,874,999,3,13,5.986080000000007,5.984373584795488,0.028506388229343482
10,16,0.0001,0.01,64,mse,836,42,874,999,11,21,5.986080000000007,5.984064057032785,0.03367718051250357
5,24,0.003,0.1,64,mae,838,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.0003,0.0,64,mae,839,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.001,0.1,64,mse,840,42,874,999,1,11,5.986080000000007,5.984170770413828,0.031894488315886704
60,64,0.001,0.01,256,mse,831,42,874,999,1,11,5.986080000000007,5.985600610991552,0.008008396286973696
20,8,0.0003,0.001,32,mae,841,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,0.0001,0.001,32,mse,843,42,874,999,1,11,5.986080000000007,5.986028324890667,0.0008632545729470031
60,4,0.003,0.01,32,mae,842,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.0003,0.01,32,mae,846,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.001,0.1,32,mse,844,42,874,999,18,28,5.986080000000007,5.983171038095341,0.04859543983152248
60,24,3e-05,0.001,256,mae,847,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.0003,0.01,32,mae,845,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.0003,0.1,64,mae,850,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.001,0.01,32,mse,830,42,874,999,12,22,5.986080000000007,5.9832959164018815,0.04650929486619271
5,24,0.001,0.001,32,mae,849,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.0001,0.1,256,mse,848,42,874,999,9,19,5.986080000000007,5.983619005241421,0.04111195905478482
5,16,0.003,0.0,32,mae,851,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,0.003,0.01,64,mae,852,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.003,0.0,32,mse,853,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,3e-05,0.0,64,mae,857,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,0.001,0.01,32,mae,856,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.0003,0.0,64,mse,855,42,874,999,8,18,5.986080000000007,5.984325671863085,0.02930679404421488
20,4,0.0001,0.0,64,mse,860,42,874,999,3,13,5.986080000000007,5.984860653752366,0.02036969515344378
20,64,0.0001,0.01,256,mae,858,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.0003,0.001,256,mae,861,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,0.001,0.001,256,mse,862,42,874,999,10,20,5.986080000000007,5.983276236467247,0.04683805650376183
20,64,0.003,0.01,32,mae,859,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,3e-05,0.001,32,mse,863,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.0001,0.01,256,mse,864,42,874,999,7,17,5.986080000000007,5.98473695974968,0.022436055821639656
10,64,0.003,0.1,32,mae,866,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.0003,0.1,256,mae,868,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.0001,0.1,256,mae,867,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,64,0.0001,0.1,256,mse,865,42,874,999,5,15,5.986080000000007,5.9843896605865865,0.028237835334987693
5,24,0.0003,0.1,32,mse,870,42,874,999,1,11,5.986080000000007,5.984844522391764,0.020639176359871225
10,24,0.0003,0.0,64,mae,871,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,0.0003,0.1,256,mae,873,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.0001,0.1,256,mse,869,42,874,999,7,17,5.986080000000007,5.98449676701876,0.026448577052895494
60,16,0.001,0.0,64,mse,872,42,874,999,6,16,5.986080000000007,5.985251031318993,0.013848272676186824
30,32,0.003,0.01,256,mse,875,42,874,999,7,17,5.986080000000007,5.983363757026444,0.045375988519424926
60,4,3e-05,0.0,32,mse,854,42,874,999,60,60,5.986080000000007,5.983925742341109,0.03598778597845298
30,32,0.0003,0.001,32,mae,874,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.001,0.001,64,mse,876,42,874,999,2,12,5.986080000000007,5.984416540133201,0.027788801132067054
60,8,3e-05,0.1,256,mae,879,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,3e-05,0.1,64,mae,880,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.0003,0.001,256,mae,882,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,3e-05,0.1,256,mse,878,42,874,999,45,55,5.986080000000007,5.983870675878185,0.03690769454839371
30,24,3e-05,0.1,32,mse,877,42,874,999,1,11,5.986080000000007,5.985868459883337,0.003533867183047601
20,16,0.0003,0.01,32,mse,881,42,874,999,4,14,5.986080000000007,5.983986860978448,0.03496677327331499
10,24,0.0001,0.0,64,mae,884,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.001,0.0,64,mae,886,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.0001,0.01,256,mae,883,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,3e-05,0.01,32,mae,887,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.003,0.1,32,mse,889,42,874,999,4,14,5.986080000000007,5.982903369464762,0.053066957595704345
20,64,0.0001,0.01,256,mse,888,42,874,999,3,13,5.986080000000007,5.985105209350786,0.016284290374013466
60,8,0.003,0.001,64,mse,890,42,874,999,5,15,5.986080000000007,5.983882820345078,0.03670481608882836
30,64,0.0001,0.0,32,mse,885,42,874,999,1,11,5.986080000000007,5.985102521151673,0.016329197877973378
20,64,0.0003,0.0,256,mae,893,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.0003,0.1,64,mae,894,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.0003,0.0,64,mse,895,42,874,999,4,14,5.986080000000007,5.983984935840875,0.034998933511276586
20,24,3e-05,0.001,32,mse,891,42,874,999,13,23,5.986080000000007,5.984737314308626,0.022430132764361677
10,64,3e-05,0.001,256,mse,892,42,874,999,30,40,5.986080000000007,5.9838327071392925,0.037541978401811615
5,4,3e-05,0.1,32,mae,896,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,3e-05,0.001,256,mae,899,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.0003,0.0,64,mse,900,42,874,999,3,13,5.986080000000007,5.984243995838828,0.0306712265987108
30,32,0.0003,0.0,32,mae,897,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,64,0.0001,0.01,256,mae,898,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,0.0003,0.0,32,mae,901,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.001,0.01,64,mae,903,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.0001,0.0,32,mae,902,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.0001,0.0,256,mae,904,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,3e-05,0.0,64,mse,905,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.001,0.1,256,mae,906,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
