epoch,Train,Validation
1,0.007429088000208139,0.009737692773342133
2,0.007450986187905073,0.009804850444197655
3,0.007442770525813103,0.009787281043827534
4,0.007437120191752911,0.009771655313670635
5,0.007437112275511026,0.009770873934030533
6,0.007437801919877529,0.009772379882633686
7,0.007437380030751228,0.009771360084414482
8,0.007436553481966257,0.009769394993782043
9,0.007435799576342106,0.009767614305019379
