epoch,Train,Validation
1,0.24701074957847596,0.7646876700719197
2,0.07361671129862467,0.7985556959443623
3,0.014304365466038386,0.7568144179715051
4,0.004762958021213611,0.7312046655019124
5,0.0011188727182646593,0.6814985814359453
6,0.002147901977878064,0.669500370224317
7,0.003900139278266579,0.6822680866718293
8,0.0007064303868295004,0.6750709742307663
9,0.0004219791095238179,0.6746547848648495
10,0.00025740438140928743,0.7019517309135861
